标识信息/账单明细ID,标识信息/订单号,身份信息/客户名称,身份信息/资源购买账号ID,身份信息/资源购买账号,身份信息/资源归属账号ID,身份信息/资源归属账号,账单信息/服务主体,账单信息/账单月份,账单信息/账单日期,账单信息/费用类型,账单信息/交易类型,账单信息/消费时间,账单信息/服务开始时间,账单信息/服务结束时间,产品信息/产品Code,产品信息/产品名称,产品信息/商品Code,产品信息/商品名称,产品信息/计费项Code,产品信息/计费项名称,资源信息/资源ID,资源信息/实例ID（出账粒度）,资源信息/资源名称,资源信息/地域Code,资源信息/地域,资源信息/可用区,时长信息/抵扣前时长,时长信息/抵扣时长,时长信息/时长,时长信息/时长单位,时长信息/时长详情,用量信息/抵扣前用量,用量信息/抵扣用量,用量信息/用量,用量信息/用量单位,用量信息/用量详情,定价信息/官网目录价,定价信息/价格单位,定价信息/目录价用量阶梯,定价信息/用量阶梯累计规则,定价信息/目录价转换信息,定价信息/目录价因子,定价信息/定价币种,费用信息/目录总价,费用信息/计费公式,费用信息/计费辅助信息,费用信息/计费过程,费用信息/计费规则说明,订阅抵扣信息/订阅抵扣目录总价,订阅抵扣信息/订阅抵扣后金额,订阅抵扣信息/订阅抵扣金额,订阅抵扣信息/订阅抵扣详情,优惠信息/优惠金额,优惠信息/优惠后金额,优惠信息/优惠详情,优惠券抵扣信息/优惠券抵扣金额,优惠券抵扣信息/优惠券抵扣详情,应付信息/应付金额（含税）
202604_0g00v1_031_b1912dfde3ba25d51c25a830a4f0dcc3_01_00000004167752946490,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:36:00,2026-04-13 11:36:00,2026-04-13 11:37:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,2.081,2.081,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""2081"",""抵扣用量"":""2081"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""2081 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_19d57fe7daf59b0ea4b785be06190b6a_01_00000004167754642792,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:45:00,2026-04-13 11:45:00,2026-04-13 11:46:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.322,0.322,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""322"",""抵扣用量"":""322"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""322 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_24dd991204b84a2a2f89704aac6e56f8_01_00000004167755293478,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:45:00,2026-04-13 11:45:00,2026-04-13 11:46:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,46.455,46.455,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""46455"",""抵扣用量"":""46455"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""46455 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_fa906aa2d3f013e393030d53a592b568_01_00000004167754692564,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:45:00,2026-04-13 11:45:00,2026-04-13 11:46:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token_cache;;0,,cn-beijing,华北2（北京）,,0,0,,,,23.551,23.551,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""23551"",""抵扣用量"":""23551"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""23551 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_80c9091829974135b1070ccbe28383e3_01_00000004167755441900,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:46:00,2026-04-13 11:46:00,2026-04-13 11:47:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.416,0.416,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""416"",""抵扣用量"":""416"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""416 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_9c55b6ef827b5b155fa5cded8326e0d5_01_00000004167757338019,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:46:00,2026-04-13 11:46:00,2026-04-13 11:47:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token_cache;;0,,cn-beijing,华北2（北京）,,0,0,,,,23.316,23.316,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""23316"",""抵扣用量"":""23316"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""23316 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_af43cc836f3ead2a7c5f0ac154c3c2bd_01_00000004167755502665,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:46:00,2026-04-13 11:46:00,2026-04-13 11:47:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.522,0.522,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""522"",""抵扣用量"":""522"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""522 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_10d043de8eee2909e14dbdb258c7cf2f_01_00000004167762905711,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:48:00,2026-04-13 11:48:00,2026-04-13 11:49:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.535,1.535,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1535"",""抵扣用量"":""1535"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""1535 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_f6034958f899af635f1a7f97adae3867_01_00000004167762882739,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:48:00,2026-04-13 11:48:00,2026-04-13 11:49:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token_cache;;0,,cn-beijing,华北2（北京）,,0,0,,,,63.566,63.566,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""63566"",""抵扣用量"":""63566"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""63566 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_fcf0144b55735e93d92f6f068daa0b76_01_00000004167767673120,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:48:00,2026-04-13 11:48:00,2026-04-13 11:49:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,31.183,31.183,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""31183"",""抵扣用量"":""31183"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""31183 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_234ef2202ab35b76cc14e1f9305bf815_01_00000004167768382204,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:49:00,2026-04-13 11:49:00,2026-04-13 11:50:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_output_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,0.217,0.217,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""217"",""抵扣用量"":""217"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""217 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_5bac980e60afbccb3eb9663ebde25111_01_00000004167772596084,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:49:00,2026-04-13 11:49:00,2026-04-13 11:50:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token_cache;;0,,cn-beijing,华北2（北京）,,0,0,,,,70.407,70.407,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""70407"",""抵扣用量"":""70407"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""70407 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_60781062d055077550e73c5cf04b7467_01_00000004167768081510,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:49:00,2026-04-13 11:49:00,2026-04-13 11:50:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token;;0,,cn-beijing,华北2（北京）,,0,0,,,,1.968,1.968,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""1968"",""抵扣用量"":""1968"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""1968 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
202604_0g00v1_031_0918acf335d8b0d29e65b10b2a6915e8_01_00000004167777577270,,,1413461734728989,shoushoujiaoyu,1413461734728989,shoushoujiaoyu,通义云启（杭州）信息技术有限公司,202604,20260413,免费额度,后付费,2026-04-13 11:50:00,2026-04-13 11:50:00,2026-04-13 11:51:00,sfm,大模型服务平台百炼,sfm_inference_public_cn,百炼大模型推理,token_number,大模型文本消耗量,,3884489;llm-vii313z14y9bb92u;glm-5;context_0-32k_input_token_cache;;0,,cn-beijing,华北2（北京）,,0,0,,,,126.825,126.825,0,千tokens,"{""用量"":""0"",""用量计算公式"":""用量=用量（原始单位）/1"",""用量单位（转换后）"":""千tokens"",""用量（原始单位）"":""0"",""用量（原始单位）计算公式"":""用量（原始单位）=抵扣前用量-抵扣用量"",""抵扣前用量"":""126825"",""抵扣用量"":""126825"",""抵扣用量计算公式"":""抵扣用量=资源包消耗用量/抵扣系数"",""资源包抵扣详情"":""[{\""免费额度商品名称\"":\""百炼大模型推理\"",\""免费额度类型\"":\""glm-5\"",\""免费额度抵扣用量\"":\""126825 \"",\""免费额度总量\"":\""1000000 \"",\""免费额度承诺周期\"":\""无周期\"",\""buyerId\"":\""shoushoujiaoyu\"",\""免费额度生效时间\"":\""2026-02-16 00:00:00\"",\""免费额度失效时间\"":\""2026-05-18 00:00:00\""}]""}",0,元/千tokens,,,,,CNY,0,官网目录价*用量,,,https://help.aliyun.com/zh/model-studio/billing-for-model-studio,,,,,0,0,,0,,0
